"full_name","ssphp_organisation","ssphp_repo"
"SkillsFundingAgency/dfc-session-pkg-netstandard",SkillsFundingAgency,"dfc-session-pkg-netstandard"
"SkillsFundingAgency/dfc-shared",SkillsFundingAgency,"dfc-shared"
"SkillsFundingAgency/dfc-shared-agwaf",SkillsFundingAgency,"dfc-shared-agwaf"
"SkillsFundingAgency/dfc-shared-aks-appgateway",SkillsFundingAgency,"dfc-shared-aks-appgateway"
"SkillsFundingAgency/dfc-shared-appgateway",SkillsFundingAgency,"dfc-shared-appgateway"
"SkillsFundingAgency/dfc-shared-owasp",SkillsFundingAgency,"dfc-shared-owasp"
"SkillsFundingAgency/dfc-sharedconfig-pkg-netstandard",SkillsFundingAgency,"dfc-sharedconfig-pkg-netstandard"
"SkillsFundingAgency/dfc-sitefinity-import-export-tool",SkillsFundingAgency,"dfc-sitefinity-import-export-tool"
"SkillsFundingAgency/dfc-swagger-pkg-functions-netstandard",SkillsFundingAgency,"dfc-swagger-pkg-functions-netstandard"
"SkillsFundingAgency/dfc-tribal-skillsfundingagency",SkillsFundingAgency,"dfc-tribal-skillsfundingagency"
"SkillsFundingAgency/dfc-ui-automation-test-suite",SkillsFundingAgency,"dfc-ui-automation-test-suite"
"SkillsFundingAgency/dss-actionplans",SkillsFundingAgency,"dss-actionplans"
"SkillsFundingAgency/dss-actions",SkillsFundingAgency,"dss-actions"
"SkillsFundingAgency/dss-address",SkillsFundingAgency,"dss-address"
"SkillsFundingAgency/dss-adviserdetails",SkillsFundingAgency,"dss-adviserdetails"
"SkillsFundingAgency/dss-anonymise",SkillsFundingAgency,"dss-anonymise"
"SkillsFundingAgency/dss-appointment",SkillsFundingAgency,"dss-appointment"
"SkillsFundingAgency/dss-azuresearchutility",SkillsFundingAgency,"dss-azuresearchutility"
"SkillsFundingAgency/dss-central",SkillsFundingAgency,"dss-central"
"SkillsFundingAgency/dss-changefeedlistener",SkillsFundingAgency,"dss-changefeedlistener"
"SkillsFundingAgency/dss-changefeedsqlprocessor",SkillsFundingAgency,"dss-changefeedsqlprocessor"
"SkillsFundingAgency/dss-collections",SkillsFundingAgency,"dss-collections"
"SkillsFundingAgency/dss-contact",SkillsFundingAgency,"dss-contact"
"SkillsFundingAgency/dss-contentenhancer",SkillsFundingAgency,"dss-contentenhancer"
"SkillsFundingAgency/dss-contentpushservice",SkillsFundingAgency,"dss-contentpushservice"
"SkillsFundingAgency/dss-customer",SkillsFundingAgency,"dss-customer"
"SkillsFundingAgency/dss-devops",SkillsFundingAgency,"dss-devops"
"SkillsFundingAgency/dss-digitalidentity",SkillsFundingAgency,"dss-digitalidentity"
"SkillsFundingAgency/dss-diversity",SkillsFundingAgency,"dss-diversity"
"SkillsFundingAgency/dss-employmentprogression",SkillsFundingAgency,"dss-employmentprogression"
"SkillsFundingAgency/dss-functionaltests",SkillsFundingAgency,"dss-functionaltests"
"SkillsFundingAgency/dss-goals",SkillsFundingAgency,"dss-goals"
"SkillsFundingAgency/dss-interaction",SkillsFundingAgency,"dss-interaction"
"SkillsFundingAgency/dss-ipsosmori",SkillsFundingAgency,"dss-ipsosmori"
"SkillsFundingAgency/dss-learningprogression",SkillsFundingAgency,"dss-learningprogression"
"SkillsFundingAgency/dss-notifications-viewer",SkillsFundingAgency,"dss-notifications-viewer"
"SkillsFundingAgency/dss-notificationslistener",SkillsFundingAgency,"dss-notificationslistener"
"SkillsFundingAgency/dss-outcomes",SkillsFundingAgency,"dss-outcomes"
"SkillsFundingAgency/dss-sessions",SkillsFundingAgency,"dss-sessions"
"SkillsFundingAgency/dss-stagingdatabase",SkillsFundingAgency,"dss-stagingdatabase"
"SkillsFundingAgency/dss-subscriptions",SkillsFundingAgency,"dss-subscriptions"
"SkillsFundingAgency/dss-transfer",SkillsFundingAgency,"dss-transfer"
"SkillsFundingAgency/dss-versioningspike",SkillsFundingAgency,"dss-versioningspike"
"SkillsFundingAgency/dss-webchats",SkillsFundingAgency,"dss-webchats"
"SkillsFundingAgency/fechoices-api",SkillsFundingAgency,"fechoices-api"
"SkillsFundingAgency/funding-platform-building-blocks",SkillsFundingAgency,"funding-platform-building-blocks"
"SkillsFundingAgency/hmrc-apprenticeship-levy-api-client",SkillsFundingAgency,"hmrc-apprenticeship-levy-api-client"
"SkillsFundingAgency/irt-prototype",SkillsFundingAgency,"irt-prototype"
"SkillsFundingAgency/myesf-doc-ex-internal",SkillsFundingAgency,"myesf-doc-ex-internal"
"SkillsFundingAgency/myesf-doc-ex-internal-design-history",SkillsFundingAgency,"myesf-doc-ex-internal-design-history"
"SkillsFundingAgency/pds-azurefunction-fundingfeedreader",SkillsFundingAgency,"pds-azurefunction-fundingfeedreader"
"SkillsFundingAgency/pds-contracts-data-api",SkillsFundingAgency,"pds-contracts-data-api"
"SkillsFundingAgency/pds-contracts-data-api-client",SkillsFundingAgency,"pds-contracts-data-api-client"
"SkillsFundingAgency/pds-contracts-func-approver",SkillsFundingAgency,"pds-contracts-func-approver"
"SkillsFundingAgency/pds-contracts-func-contract-processor",SkillsFundingAgency,"pds-contracts-func-contract-processor"
"SkillsFundingAgency/pds-contracts-func-feed-processor",SkillsFundingAgency,"pds-contracts-func-feed-processor"
"SkillsFundingAgency/pds-contracts-func-load-testing",SkillsFundingAgency,"pds-contracts-func-load-testing"
"SkillsFundingAgency/pds-contracts-func-notifier",SkillsFundingAgency,"pds-contracts-func-notifier"
"SkillsFundingAgency/pds-shared-audit-api",SkillsFundingAgency,"pds-shared-audit-api"
"SkillsFundingAgency/sfs-sitedesign",SkillsFundingAgency,"sfs-sitedesign"
"SkillsFundingAgency/sfs-sitedesign-ToolkitBeta",SkillsFundingAgency,"sfs-sitedesign-ToolkitBeta"
"SkillsFundingAgency/test-test-api",SkillsFundingAgency,"test-test-api"
"SkillsFundingAgency/tl-employersupport",SkillsFundingAgency,"tl-employersupport"
"SkillsFundingAgency/tl-employersupport-ecrm-poc",SkillsFundingAgency,"tl-employersupport-ecrm-poc"
"SkillsFundingAgency/tl-employersupport-prototype",SkillsFundingAgency,"tl-employersupport-prototype"
"SkillsFundingAgency/tl-find-provider-api",SkillsFundingAgency,"tl-find-provider-api"
"SkillsFundingAgency/tl-marketing-and-communication",SkillsFundingAgency,"tl-marketing-and-communication"
"SkillsFundingAgency/tl-marketing-and-communication-prototype",SkillsFundingAgency,"tl-marketing-and-communication-prototype"
"SkillsFundingAgency/tl-matching",SkillsFundingAgency,"tl-matching"
"SkillsFundingAgency/tl-matching-automation-suite",SkillsFundingAgency,"tl-matching-automation-suite"
"SkillsFundingAgency/tl-onboarding",SkillsFundingAgency,"tl-onboarding"
"SkillsFundingAgency/tl-onboarding-prototype",SkillsFundingAgency,"tl-onboarding-prototype"
"SkillsFundingAgency/tl-platform-automation",SkillsFundingAgency,"tl-platform-automation"
"SkillsFundingAgency/tl-platform-building-blocks",SkillsFundingAgency,"tl-platform-building-blocks"
"SkillsFundingAgency/tl-poc-results-and-certification",SkillsFundingAgency,"tl-poc-results-and-certification"
"SkillsFundingAgency/tl-results-and-certification",SkillsFundingAgency,"tl-results-and-certification"
"SkillsFundingAgency/tl-results-and-certification-automation-suite",SkillsFundingAgency,"tl-results-and-certification-automation-suite"
"SkillsFundingAgency/tl-results-prototype",SkillsFundingAgency,"tl-results-prototype"
"SkillsFundingAgency/tl-servicehome",SkillsFundingAgency,"tl-servicehome"
"SkillsFundingAgency/tl-shared-infrastructure",SkillsFundingAgency,"tl-shared-infrastructure"
"dfe-analytical-services/.github","dfe-analytical-services",".github"
"dfe-analytical-services/DfE-MoJ-data-share-local-analysis","dfe-analytical-services","DfE-MoJ-data-share-local-analysis"
"dfe-analytical-services/KS4-ready-reckoners","dfe-analytical-services","KS4-ready-reckoners"
"dfe-analytical-services/LEO-earnings-dashboard","dfe-analytical-services","LEO-earnings-dashboard"
"dfe-analytical-services/LSIPDashboard","dfe-analytical-services",LSIPDashboard
"dfe-analytical-services/OBSM-industry","dfe-analytical-services","OBSM-industry"
"dfe-analytical-services/RforRAP_workshop_materials","dfe-analytical-services","RforRAP_workshop_materials"
"dfe-analytical-services/Transition-matrices-dashboard","dfe-analytical-services","Transition-matrices-dashboard"
"dfe-analytical-services/apprenticeships-industry","dfe-analytical-services","apprenticeships-industry"
"dfe-analytical-services/attainment-age-19","dfe-analytical-services","attainment-age-19"
"dfe-analytical-services/attendance-data-dashboard","dfe-analytical-services","attendance-data-dashboard"
"dfe-analytical-services/automated-data-qa","dfe-analytical-services","automated-data-qa"
"dfe-analytical-services/awayday-livecodingdemo","dfe-analytical-services","awayday-livecodingdemo"
"dfe-analytical-services/azure-devops-for-analysis","dfe-analytical-services","azure-devops-for-analysis"
"dfe-analytical-services/build-a-dashboard-in-30mins","dfe-analytical-services","build-a-dashboard-in-30mins"
"dfe-analytical-services/childrens_social_services_offenders_dashboard","dfe-analytical-services","childrens_social_services_offenders_dashboard"
"dfe-analytical-services/coffee-and-coding","dfe-analytical-services","coffee-and-coding"
"dfe-analytical-services/content-review","dfe-analytical-services","content-review"
"dfe-analytical-services/create-ees-data-tool","dfe-analytical-services","create-ees-data-tool"
"dfe-analytical-services/dfe-awayday-demo-prep","dfe-analytical-services","dfe-awayday-demo-prep"
"dfe-analytical-services/dfe-data-dissemination","dfe-analytical-services","dfe-data-dissemination"
"dfe-analytical-services/dfe-published-data-qa","dfe-analytical-services","dfe-published-data-qa"
"dfe-analytical-services/dfe-pupil-attendance-demo-lamap","dfe-analytical-services","dfe-pupil-attendance-demo-lamap"
"dfe-analytical-services/dfe-pupil-attendance-demo-reasons","dfe-analytical-services","dfe-pupil-attendance-demo-reasons"
"dfe-analytical-services/dfe-pupil-attendance-demo-reasons-recent-table","dfe-analytical-services","dfe-pupil-attendance-demo-reasons-recent-table"
"dfe-analytical-services/dfe-pupil-attendance-demo-reasons-table","dfe-analytical-services","dfe-pupil-attendance-demo-reasons-table"
"dfe-analytical-services/dfe-stats-production-guidance","dfe-analytical-services","dfe-stats-production-guidance"
"dfe-analytical-services/dfe-statsawayday-demo-prep-2","dfe-analytical-services","dfe-statsawayday-demo-prep-2"
"dfe-analytical-services/dfe-statsawaydemo-3","dfe-analytical-services","dfe-statsawaydemo-3"
"dfe-analytical-services/dfe-tiny-shiny","dfe-analytical-services","dfe-tiny-shiny"
"dfe-analytical-services/dfePy","dfe-analytical-services",dfePy
"dfe-analytical-services/dfeR","dfe-analytical-services",dfeR
"dfe-analytical-services/education-to-employment-dashboard","dfe-analytical-services","education-to-employment-dashboard"
"dfe-analytical-services/ees-data-screener","dfe-analytical-services","ees-data-screener"
"dfe-analytical-services/ees-test-data","dfe-analytical-services","ees-test-data"
"dfe-analytical-services/ees-ui-tests-shiny-embed-example","dfe-analytical-services","ees-ui-tests-shiny-embed-example"
"dfe-analytical-services/excel-to-R","dfe-analytical-services","excel-to-R"
"dfe-analytical-services/exclusion-statistics","dfe-analytical-services","exclusion-statistics"
"dfe-analytical-services/explore-education-statistics","dfe-analytical-services","explore-education-statistics"
"dfe-analytical-services/explore-education-statistics-api-docs","dfe-analytical-services","explore-education-statistics-api-docs"
"dfe-analytical-services/explore-education-statistics-api-mock","dfe-analytical-services","explore-education-statistics-api-mock"
"dfe-analytical-services/fe-apprenticeship-statistics","dfe-analytical-services","fe-apprenticeship-statistics"
"dfe-analytical-services/fe-outcome-success","dfe-analytical-services","fe-outcome-success"
"dfe-analytical-services/good-code-practice","dfe-analytical-services","good-code-practice"
"dfe-analytical-services/govuk-publication-scrape","dfe-analytical-services","govuk-publication-scrape"
"dfe-analytical-services/graduate-labour-market-statistcs","dfe-analytical-services","graduate-labour-market-statistcs"
"dfe-analytical-services/how-to-qa","dfe-analytical-services","how-to-qa"
"dfe-analytical-services/ks5-timeseries-attainment-and-single-year-entries","dfe-analytical-services","ks5-timeseries-attainment-and-single-year-entries"
"dfe-analytical-services/ks5-transition-matrices","dfe-analytical-services","ks5-transition-matrices"
"dfe-analytical-services/la-school-places-scorecards","dfe-analytical-services","la-school-places-scorecards"
"dfe-analytical-services/leo-graduate-industry-dashboard","dfe-analytical-services","leo-graduate-industry-dashboard"
"dfe-analytical-services/leo-post16education-labourmarket","dfe-analytical-services","leo-post16education-labourmarket"
"dfe-analytical-services/lgbt-survey-2017","dfe-analytical-services","lgbt-survey-2017"
"dfe-analytical-services/lsip_dashboard","dfe-analytical-services","lsip_dashboard"
"dfe-analytical-services/mgn-code-club","dfe-analytical-services","mgn-code-club"
"dfe-analytical-services/nccis_localauthority_dashboard","dfe-analytical-services","nccis_localauthority_dashboard"
"dfe-analytical-services/powerbi_dashboardstandards","dfe-analytical-services","powerbi_dashboardstandards"
"dfe-analytical-services/publication-self-assessment-copy","dfe-analytical-services","publication-self-assessment-copy"
"dfe-analytical-services/pupil-yields-dashboard-","dfe-analytical-services","pupil-yields-dashboard-"
"dfe-analytical-services/r-training-course","dfe-analytical-services","r-training-course"
"dfe-analytical-services/rapify","dfe-analytical-services",rapify
"dfe-analytical-services/re-platforming-guidance","dfe-analytical-services","re-platforming-guidance"
"dfe-analytical-services/rstudio-connect-guidance","dfe-analytical-services","rstudio-connect-guidance"
"dfe-analytical-services/sage-summariser-xgov","dfe-analytical-services","sage-summariser-xgov"
"dfe-analytical-services/schools-workforce-benchmarking","dfe-analytical-services","schools-workforce-benchmarking"
"dfe-analytical-services/shapefiles","dfe-analytical-services",shapefiles
"dfe-analytical-services/shiny-template","dfe-analytical-services","shiny-template"
"dfe-analytical-services/simple-sampler","dfe-analytical-services","simple-sampler"
"dfe-analytical-services/smapey-dashboard","dfe-analytical-services","smapey-dashboard"
"dfe-analytical-services/spreadsheet-standards","dfe-analytical-services","spreadsheet-standards"
"dfe-analytical-services/stats-production-guidance-copy","dfe-analytical-services","stats-production-guidance-copy"
"dfe-analytical-services/stats-production-guidance-quarto","dfe-analytical-services","stats-production-guidance-quarto"
"dfe-analytical-services/teachers-analysis-compendium-3","dfe-analytical-services","teachers-analysis-compendium-3"
"dfe-analytical-services/techskills_workshops","dfe-analytical-services","techskills_workshops"
"dfe-analytical-services/test-app","dfe-analytical-services","test-app"
"dfe-analytical-services/tiny-shiny-attendance-demo","dfe-analytical-services","tiny-shiny-attendance-demo"
"dfe-analytical-services/tiny-shiny-attendance-demo-recent","dfe-analytical-services","tiny-shiny-attendance-demo-recent"
"dfe-analytical-services/tiny-shiny-fe-ac-demo","dfe-analytical-services","tiny-shiny-fe-ac-demo"
"dfe-analytical-services/turnover-and-retention-grids","dfe-analytical-services","turnover-and-retention-grids"
"dfe-analytical-services/wau-away-day","dfe-analytical-services","wau-away-day"
